id2,name2,id1,name1,percent
1424,BAVETE AKZENTA VERZI 500 buc.,1917,Bavete verzi 50 buc AKZENTA,95%
1424,BAVETE AKZENTA VERZI 500 buc.,1917,Bavete verzi 50 buc AKZENTA,95%
1454,BISICO COMPRESS MONO 380ml,2436,BISICO Compres Mono 380ml,95%
1454,BISICO COMPRESS MONO 380ml,2436,BISICO Compres Mono 380ml,95%
1464,BISICO MULTI-REPAIR SET,1828,BISICO MULTI REPAIR SET,95%
1505,CALIBRA EXPRESS 160GR,2606,Calibra Express 160g,95%
1505,CALIBRA EXPRESS 160GR,2606,Calibra Express 160g,95%
1505,CALIBRA EXPRESS 160GR,2606,Calibra Express 160g,95%
1533,CENTRIX CHAMP SEALANT UNIDOZA 0.25ml,3407,Centrix Champ Sealant Unidoza 0.25ml,95%
1536,CENTRIX DISPENSER APLICATOARE,3414,Centrix Dispenser aplicatoare,95%
1537,CENTRIX ENCORE DC MINIMIX NATURAL 12x1.3g,3397,CENTRIX ENCORE DC MINIMIX NATURAL 12x1.3g,95%
1563,CLESTE CRAMPON UNIVERSAL,1042,Cleste crampon Universal,95%
1573,COLTENE AFFINIS PRECIOUS LIGHT BODY 2X50ML,2354,Affinis Precious Coltene - LIGHT BODY 50ml,95%
1614,CREUZET GALLONI,2611,Creuzet Galloni,95%
1628,CUTIT LE CRON,2614,Cutit Le Cron,95%
1628,CUTIT LE CRON,2614,Cutit Le Cron,95%
1638,DENTOTEMP AUTOMIX 5 ml,2159,Dentotemp automix 5 ml,95%
1638,DENTOTEMP AUTOMIX 5 ml,2159,Dentotemp automix 5 ml,95%
1638,DENTOTEMP AUTOMIX 5 ml,2159,Dentotemp automix 5 ml,95%
1638,DENTOTEMP AUTOMIX 5 ml,2159,Dentotemp automix 5 ml,95%
1638,DENTOTEMP AUTOMIX 5 ml,2159,Dentotemp automix 5 ml,95%
1690,DISC SEPARATOR DK3,2631,Disc separator DK3,95%
1694,DISC TEXTURAT MARE,2655,Disc texturat mare,95%
1707,DISTRI DISTRISOL DUR 30ML,5525,Distri DistriSol Dur 30ml,95%
1718,DISTRI CEARA DERETENTIVIZARE 50GR,2640,Distri Ceara de deretentivizare 50gr,95%
1737,DISTRI SOLUTIE PENTRU IZOLAT GIPS-CEARA 500ML,2648,Distri Solutie pentru izolat gips-ceara 30ml,95%
1737,DISTRI SOLUTIE PENTRU IZOLAT GIPS-CEARA 500ML,5523,Distri Solutie pentru izolat gips-ceara 500 ml,95%
1748,DMG IONOSIT SERINGA 0.3GR,2172,DMG Ionosit seringa 0.33g,95%
1748,DMG IONOSIT SERINGA 0.3GR,2172,DMG Ionosit seringa 0.33g,95%
1778,DUROLAN DILUANT 25ml,2658,Durolan diluant 25ml,95%
1811,ELEVATOR,181,Elevator,95%
1811,ELEVATOR,182,Elevator,95%
1811,ELEVATOR,183,Elevator,95%
1811,ELEVATOR,184,Elevator,95%
1811,ELEVATOR,185,Elevator,95%
1811,ELEVATOR,186,Elevator,95%
1811,ELEVATOR,187,Elevator,95%
1811,ELEVATOR,188,Elevator,95%
1811,ELEVATOR,189,Elevator,95%
1811,ELEVATOR,190,Elevator,95%
1811,ELEVATOR,191,Elevator,95%
1811,ELEVATOR,192,Elevator,95%
1811,ELEVATOR,193,Elevator,95%
1811,ELEVATOR,194,Elevator,95%
1811,ELEVATOR,195,Elevator,95%
1811,ELEVATOR,196,Elevator,95%
1811,ELEVATOR,202,Elevator,95%
1811,ELEVATOR,203,Elevator,95%
1811,ELEVATOR,204,Elevator,95%
1811,ELEVATOR,205,Elevator,95%
1811,ELEVATOR,206,Elevator,95%
1811,ELEVATOR,207,Elevator,95%
1811,ELEVATOR,208,Elevator,95%
1811,ELEVATOR,209,Elevator,95%
1811,ELEVATOR,212,Elevator,95%
1811,ELEVATOR,213,Elevator,95%
1811,ELEVATOR,214,Elevator,95%
1811,ELEVATOR,215,Elevator,95%
1811,ELEVATOR,220,Elevator,95%
1811,ELEVATOR,221,Elevator,95%
1811,ELEVATOR,2089,Elevator,95%
1831,EXCAVATOR,358,Excavator,95%
1831,EXCAVATOR,359,Excavator,95%
1831,EXCAVATOR,360,Excavator,95%
1831,EXCAVATOR,364,Excavator,95%
1831,EXCAVATOR,365,Excavator,95%
1831,EXCAVATOR,366,Excavator,95%
1831,EXCAVATOR,367,Excavator,95%
1831,EXCAVATOR,368,Excavator,95%
1831,EXCAVATOR,369,Excavator,95%
1831,EXCAVATOR,6720,Excavator,95%
1831,EXCAVATOR,6721,Excavator,95%
1833,EXPANSOR 1L,2706,Expansor 1l,95%
1862,FILME INTRAORALE 3X4 CM VITEZA E 150| BUC VELOPEX,1872,"Filme intraorale 3x4 cm, viteza E VELOPEX 150 buc",95%
1927,GC ESSENTIA STARTER KIT 7 seringi,2314,GC ESSENTIA STARTER KIT 7 SERINGI,95%
1932,GC FUJI II LC LICHID 6.8ML,2268,GC FUJI II LC lichid 6.8ml,95%
1941,GC FUJICEM 2 SL CARTUS 13.3G,2269,GC FUJICEM 2 SL cartus 13.3g,95%
1941,GC FUJICEM 2 SL CARTUS 13.3G,2269,GC FUJICEM 2 SL cartus 13.3g,95%
1990,GC PATTERN RESIN,2704,GC Pattern Resin,95%
1991,GC STELLAVEST PULBERE 2KG,2702,GC Stellavest pulbere 2kg,95%
2287,ANGELUS HARTIE DE ARTICULATIE DREAPTA 19 MICRONI,1925,Hartie articulatie 19 microni dreapta ANGELUS,95%
2315,HERACERAM GLAZE 20g,2663,HeraCeram Glaze 20g,95%
2320,HERACERAM LICHID MODELAT CERAMICA 250ml,2672,HeraCeram lichid modelat ceramica 250ml,95%
2320,HERACERAM LICHID MODELAT CERAMICA 250ml,2673,HeraCeram lichid modelat ceramica ML 25ml,95%
2326,HERACERAM OPAQUE LICHID OL2 25ML,2670,HeraCeram Opaque lichid OL2 25ml,95%
2362,ANGELUS HUSA CROCODIL PT SERINGA ASPIRATIE,1922,Husa pentru seringa aspiratie Crocodil ANGELUS,95%
2362,ANGELUS HUSA CROCODIL PT SERINGA ASPIRATIE,1922,Husa pentru seringa aspiratie Crocodil ANGELUS,95%
2379,ECS INDICATOR STERILIZARE AUTOCLAV CLASA 5 250 BUC,2595,Indicator sterilizare autoclav  clasa 5 250 buc,95%
2379,ECS INDICATOR STERILIZARE AUTOCLAV CLASA 5 250 BUC,2595,Indicator sterilizare autoclav  clasa 5 250 buc,95%
2400,IVOCLAR OPTRAGATE 3D SMALL REF.,2946,Optragate 3D Small Refill Ivoclar,95%
2400,IVOCLAR OPTRAGATE 3D SMALL REF.,2946,Optragate 3D Small Refill Ivoclar,95%
2400,IVOCLAR OPTRAGATE 3D SMALL REF.,2946,Optragate 3D Small Refill Ivoclar,95%
2400,IVOCLAR OPTRAGATE 3D SMALL REF.,2946,Optragate 3D Small Refill Ivoclar,95%
2521,KIT PROTECTIE UNIT MEDISTOCK 3 PIESE MOV,4994,KIT PROTECTIE UNIT 3 PIESE MEDISTOCK,95%
2521,KIT PROTECTIE UNIT MEDISTOCK 3 PIESE MOV,4994,KIT PROTECTIE UNIT 3 PIESE MEDISTOCK,95%
2521,KIT PROTECTIE UNIT MEDISTOCK 3 PIESE MOV,4994,KIT PROTECTIE UNIT 3 PIESE MEDISTOCK,95%
2521,KIT PROTECTIE UNIT MEDISTOCK 3 PIESE MOV,4994,KIT PROTECTIE UNIT 3 PIESE MEDISTOCK,95%
2521,KIT PROTECTIE UNIT MEDISTOCK 3 PIESE MOV,4994,KIT PROTECTIE UNIT 3 PIESE MEDISTOCK,95%
2521,KIT PROTECTIE UNIT MEDISTOCK 3 PIESE MOV,4994,KIT PROTECTIE UNIT 3 PIESE MEDISTOCK,95%
2524,ANGELUS KIT REPARATII CERAMICE,1924,ANGELUS Kit reparatii ceramica,95%
2535,KKD CLEMA DIGA NR.14A PT.MOLARI ERUPTI PARTIAL/2237,1602,KKD CLEMA DIGA NR. 14A PT MOLARI ERUPTI PARTIAL,95%
2768,MANER BISTURIU,98,Maner bisturiu,95%
2768,MANER BISTURIU,1441,Maner bisturiu,95%
2768,MANER BISTURIU,6739,Maner bisturiu,95%
2768,MANER BISTURIU,6998,Maner bisturiu,95%
2876,MODUL USCARE EXTRA-X,35,Modul uscare EXTRA-X,95%
2880,MOLDANO BLUE 25kg,2696,Moldano Blue 25kg,95%
2884,"MORSA CEARA PLACI CALIBRATA 0,4MM",2698,Morsa ceara placi calibrata 0.4,95%
2905,OCC ISORAPID SPRAY 1L,5506,OCC ISORAPID SPRAY 1L,95%
2905,OCC ISORAPID SPRAY 1L,5507,OCC ISORAPID SPRAY 2L,95%
2905,OCC ISORAPID SPRAY 1L,5508,OCC ISORAPID SPRAY 5L,95%
2905,OCC ISORAPID SPRAY 1L,5506,OCC ISORAPID SPRAY 1L,95%
2905,OCC ISORAPID SPRAY 1L,5507,OCC ISORAPID SPRAY 2L,95%
2905,OCC ISORAPID SPRAY 1L,5508,OCC ISORAPID SPRAY 5L,95%
2905,OCC ISORAPID SPRAY 1L,5506,OCC ISORAPID SPRAY 1L,95%
2905,OCC ISORAPID SPRAY 1L,5507,OCC ISORAPID SPRAY 2L,95%
2905,OCC ISORAPID SPRAY 1L,5508,OCC ISORAPID SPRAY 5L,95%
2905,OCC ISORAPID SPRAY 1L,5506,OCC ISORAPID SPRAY 1L,95%
2905,OCC ISORAPID SPRAY 1L,5507,OCC ISORAPID SPRAY 2L,95%
2905,OCC ISORAPID SPRAY 1L,5508,OCC ISORAPID SPRAY 5L,95%
2906,OCC ISORAPID SPRAY 2L,5506,OCC ISORAPID SPRAY 1L,95%
2906,OCC ISORAPID SPRAY 2L,5507,OCC ISORAPID SPRAY 2L,95%
2906,OCC ISORAPID SPRAY 2L,5508,OCC ISORAPID SPRAY 5L,95%
2906,OCC ISORAPID SPRAY 2L,5506,OCC ISORAPID SPRAY 1L,95%
2906,OCC ISORAPID SPRAY 2L,5507,OCC ISORAPID SPRAY 2L,95%
2906,OCC ISORAPID SPRAY 2L,5508,OCC ISORAPID SPRAY 5L,95%
2906,OCC ISORAPID SPRAY 2L,5506,OCC ISORAPID SPRAY 1L,95%
2906,OCC ISORAPID SPRAY 2L,5507,OCC ISORAPID SPRAY 2L,95%
2906,OCC ISORAPID SPRAY 2L,5508,OCC ISORAPID SPRAY 5L,95%
2906,OCC ISORAPID SPRAY 2L,5506,OCC ISORAPID SPRAY 1L,95%
2906,OCC ISORAPID SPRAY 2L,5507,OCC ISORAPID SPRAY 2L,95%
2906,OCC ISORAPID SPRAY 2L,5508,OCC ISORAPID SPRAY 5L,95%
2907,OCC ISORAPID SPRAY 5L,5506,OCC ISORAPID SPRAY 1L,95%
2907,OCC ISORAPID SPRAY 5L,5507,OCC ISORAPID SPRAY 2L,95%
2907,OCC ISORAPID SPRAY 5L,5508,OCC ISORAPID SPRAY 5L,95%
2907,OCC ISORAPID SPRAY 5L,5506,OCC ISORAPID SPRAY 1L,95%
2907,OCC ISORAPID SPRAY 5L,5507,OCC ISORAPID SPRAY 2L,95%
2907,OCC ISORAPID SPRAY 5L,5508,OCC ISORAPID SPRAY 5L,95%
2907,OCC ISORAPID SPRAY 5L,5506,OCC ISORAPID SPRAY 1L,95%
2907,OCC ISORAPID SPRAY 5L,5507,OCC ISORAPID SPRAY 2L,95%
2907,OCC ISORAPID SPRAY 5L,5508,OCC ISORAPID SPRAY 5L,95%
2907,OCC ISORAPID SPRAY 5L,5506,OCC ISORAPID SPRAY 1L,95%
2907,OCC ISORAPID SPRAY 5L,5507,OCC ISORAPID SPRAY 2L,95%
2907,OCC ISORAPID SPRAY 5L,5508,OCC ISORAPID SPRAY 5L,95%
2907,OCC ISORAPID SPRAY 5L,5506,OCC ISORAPID SPRAY 1L,95%
2907,OCC ISORAPID SPRAY 5L,5507,OCC ISORAPID SPRAY 2L,95%
2907,OCC ISORAPID SPRAY 5L,5508,OCC ISORAPID SPRAY 5L,95%
2907,OCC ISORAPID SPRAY 5L,5506,OCC ISORAPID SPRAY 1L,95%
2907,OCC ISORAPID SPRAY 5L,5507,OCC ISORAPID SPRAY 2L,95%
2907,OCC ISORAPID SPRAY 5L,5508,OCC ISORAPID SPRAY 5L,95%
2907,OCC ISORAPID SPRAY 5L,5506,OCC ISORAPID SPRAY 1L,95%
2907,OCC ISORAPID SPRAY 5L,5507,OCC ISORAPID SPRAY 2L,95%
2907,OCC ISORAPID SPRAY 5L,5508,OCC ISORAPID SPRAY 5L,95%
2908,.OCC ISORAPID FLOOR 1L,5510,OCC ISORAPID FLOOR 1L,95%
2908,.OCC ISORAPID FLOOR 1L,5512,OCC ISORAPID FLOOR 5L,95%
2908,.OCC ISORAPID FLOOR 1L,5510,OCC ISORAPID FLOOR 1L,95%
2908,.OCC ISORAPID FLOOR 1L,5512,OCC ISORAPID FLOOR 5L,95%
2908,.OCC ISORAPID FLOOR 1L,5510,OCC ISORAPID FLOOR 1L,95%
2908,.OCC ISORAPID FLOOR 1L,5512,OCC ISORAPID FLOOR 5L,95%
2909,OCC ISORAPID FLOOR X 5L,5512,OCC ISORAPID FLOOR 5L,95%
2911,OCC OROLIN MULTISEPT PLUS 1L,3382,OCC Orolin Multisept Plus 1l,95%
2911,OCC OROLIN MULTISEPT PLUS 1L,3383,OCC Orolin Multisept Plus 2l,95%
2911,OCC OROLIN MULTISEPT PLUS 1L,3384,OCC Orolin Multisept Plus 5l,95%
2911,OCC OROLIN MULTISEPT PLUS 1L,3382,OCC Orolin Multisept Plus 1l,95%
2911,OCC OROLIN MULTISEPT PLUS 1L,3383,OCC Orolin Multisept Plus 2l,95%
2911,OCC OROLIN MULTISEPT PLUS 1L,3384,OCC Orolin Multisept Plus 5l,95%
2912,OCC OROLIN MULTISEPT PLUS 2L,3382,OCC Orolin Multisept Plus 1l,95%
2912,OCC OROLIN MULTISEPT PLUS 2L,3383,OCC Orolin Multisept Plus 2l,95%
2912,OCC OROLIN MULTISEPT PLUS 2L,3384,OCC Orolin Multisept Plus 5l,95%
2912,OCC OROLIN MULTISEPT PLUS 2L,3382,OCC Orolin Multisept Plus 1l,95%
2912,OCC OROLIN MULTISEPT PLUS 2L,3383,OCC Orolin Multisept Plus 2l,95%
2912,OCC OROLIN MULTISEPT PLUS 2L,3384,OCC Orolin Multisept Plus 5l,95%
2913,OCC OROLIN MULTISEPT PLUS 5L,3382,OCC Orolin Multisept Plus 1l,95%
2913,OCC OROLIN MULTISEPT PLUS 5L,3383,OCC Orolin Multisept Plus 2l,95%
2913,OCC OROLIN MULTISEPT PLUS 5L,3384,OCC Orolin Multisept Plus 5l,95%
2917,.OCC OROLIN PERASEPT 1 KG,5501,OCC OROLIN PERASEPT 1KG,95%
2917,.OCC OROLIN PERASEPT 1 KG,5501,OCC OROLIN PERASEPT 1KG,95%
2956,PAHARE PLASTIC SMILY 180ml-50BUC,2391,Pahare Plastic SMILY 180ml 50 BUC,95%
2956,PAHARE PLASTIC SMILY 180ml-50BUC,2391,Pahare Plastic SMILY 180ml 50 BUC,95%
2956,PAHARE PLASTIC SMILY 180ml-50BUC,2391,Pahare Plastic SMILY 180ml 50 BUC,95%
3006,PENTRON FUSIO SERINGA 1.8g A2,2557,PENTRON FUSIO SERINGA 1.8G,95%
3007,PENTRON FUSIO SERINGA 1.8g A3,2557,PENTRON FUSIO SERINGA 1.8G,95%
3017,PENTRON SILAN 3ML,2546,Silan 3ml Pentron,95%
3017,PENTRON SILAN 3ML,2546,Silan 3ml Pentron,95%
3017,PENTRON SILAN 3ML,2546,Silan 3ml Pentron,95%
3017,PENTRON SILAN 3ML,2546,Silan 3ml Pentron,95%
3017,PENTRON SILAN 3ML,2546,Silan 3ml Pentron,95%
3055,PINI TELESCOP SOFT,2700,Pini telescop soft,95%
3095,PLASA METAL PROTEZE,2822,Plasa metal proteze,95%
3164,RHEIN 010PSP14,2757,Rhein 010PSP14,95%
3165,RHEIN 010PSP17,2758,Rhein 010PSP17,95%
3166,RHEIN 010PSP18,2759,Rhein 010PSP18,95%
3167,RHEIN 022OBB,2762,Rhein 022OBB,95%
3168,RHEIN 025CPB,2763,Rhein 025CPB,95%
3169,RHEIN 026CRR,2764,Rhein 026CRR,95%
3170,RHEIN 027CRG,2765,Rhein 027CRG,95%
3170,RHEIN 027CRG,2765,Rhein 027CRG,95%
3171,RHEIN 040CRM,2766,Rhein 040CRM,95%
3172,RHEIN 040CRMSN,2767,Rhein 040CRMSN,95%
3173,RHEIN 040CRN,2768,Rhein 040CRN,95%
3174,RHEIN 040CRNSN,2769,Rhein 040 CRNSN,95%
3175,RHEIN 040CRNSNDR8,2770,Rhein 040CRNSNDR8,95%
3176,RHEIN 041CAM,2771,Rhein 041CAM,95%
3177,RHEIN 041CAN,2772,Rhein 041CAN,95%
3178,RHEIN 042AMM,2773,Rhein 042AMM,95%
3179,RHEIN 042AMN,2774,Rhein 042AMN,95%
3180,RHEIN 043CLM,2775,Rhein 043CLM,95%
3181,RHEIN 043CLN,2776,Rhein 043CLN,95%
3182,RHEIN 044PPM,2777,Rhein 044PPM,95%
3183,RHEIN 044PPN,2778,Rhein 044PPN,95%
3184,RHEIN 045ACS,2779,Rhein 045ACS,95%
3185,RHEIN 045CSM,2780,Rhein 045CSM,95%
3186,RHEIN 045CSMAY,2781,Rhein 045CSMAY,95%
3187,RHEIN 045CSMSN,2782,Rhein 045 CSMSN,95%
3188,RHEIN 047ACS,2783,Rhein 047ACS,95%
3189,RHEIN 047CLS,2618,Rhein 047CLS,95%
3190,RHEIN 047CSD,2616,Rhein 047CSD,95%
3191,RHEIN 047CSDAY,2615,Rhein 047CSDAY,95%
3192,RHEIN 047CSDSN,2617,Rhein 047CSDSN,95%
3193,RHEIN 049PCN,2785,Rhein 049PCN,95%
3194,RHEIN 054 PLS,2786,Rhein 054PLS,95%
3196,RHEIN 055SCN,2788,Rhein 055SCN,95%
3197,RHEIN 058BSM,2789,Rhein 058BSM,95%
3198,RHEIN 058BSN,2790,Rhein 058BSN,95%
3199,RHEIN 060CRMAY,2791,Rhein 060CRMAY,95%
3200,RHEIN 060CRNAY,2792,Rhein 060CRNAY,95%
3201,RHEIN 085 IAC,2793,Rhein 085IAC,95%
3202,RHEIN 086 ICS,2794,Rhein 086ICS,95%
3203,RHEIN 092CAM,2795,Rhein 092CAM,95%
3204,RHEIN 098UNL,2797,Rhein 098UNL,95%
3205,RHEIN 099BSM,2798,Rhein 099BSM,95%
3206,RHEIN 100PD,2799,Rhein 100PD,95%
3207,RHEIN 101PPM,2800,Rhein 101PPM,95%
3208,RHEIN 101PPN,2801,Rhein 101PPN,95%
3209,RHEIN 140CEN,2802,Rhein 140CEN,95%
3210,RHEIN 140CEV,2803,Rhein 140CEV,95%
3211,RHEIN 141CAE,2804,Rhein 141CAE,95%
3212,RHEIN 150BPM,2805,Rhein 150BPM,95%
3213,RHEIN 150BPN,2806,Rhein 150BPN,95%
3214,RHEIN 151 BAN,2808,Rhein 151BAN,95%
3215,RHEIN 151BAM,2807,Rhein 151BAM,95%
3216,RHEIN 151SS,2809,Rhein 151SS,95%
3217,RHEIN 153 BCM,2810,Rhein 153BCM,95%
3218,RHEIN 153BCN,2811,Rhein 153BCN,95%
3219,RHEIN 154PCS,2812,Rhein 154PCS,95%
3220,RHEIN 155CC,2813,Rhein 155CC,95%
3221,RHEIN 156BCU,2814,Rhein 156BCU,95%
3223,RHEIN 74ACO1,2818,Rhein 74ACO1,95%
3225,RING METALICE NR 3,2750,Ring metalic nr 3,95%
3226,RING METALICE NR 6,2751,Ring metalic nr 6,95%
3227,RING METALICE NR 9,2752,Ring metalic nr 9,95%
3319,RS HYDROCAL 2 hidroxid de calciu autopolimerizabil,1733,HYDROCAL 2 hidroxid de calciu autopolimerizabil,95%
3411,RUTHINIUM ACRY SELF 'P' LICHID 250ML,5531,Ruthinium Acry Self P lichid 500ml,95%
3414,"RUTHINIUM ACRY SELF ""P"" LICHID  500ML",5531,Ruthinium Acry Self P lichid 500ml,95%
3542,SERAFLEX DS18 5/0USP,1277,Seraflex DS18 5/0USP,95%
3542,SERAFLEX DS18 5/0USP,1279,Seraflex DS18 2/0USP,95%
3544,SERAFLEX HR17 5/0USP,1282,Seraflex HR17 5/0USP,95%
3544,SERAFLEX HR17 5/0USP,1283,Seraflex HR17 4/0USP,95%
3544,SERAFLEX HR17 5/0USP,1284,Seraflex HR17 3/0USP,95%
3545,SERAFLEX HR22 3/0USP,1286,Seraflex HR20 3/0USP,95%
3545,SERAFLEX HR22 3/0USP,1287,Seraflex HR22 4/0USP,95%
3545,SERAFLEX HR22 3/0USP,1288,Seraflex HR22 3/0USP,95%
3605,SHERA LICHID 1L,2723,Shera lichid 1l,95%
3605,SHERA LICHID 1L,2723,Shera lichid 1l,95%
3619,SHERA VERDUNNER 100ML,2733,Shera Verdunner 100ml,95%
3624,SHOFU GLASIONOMER CX-PLUS SET,3208,GlasIonomer CX-Plus Set Shofu,95%
3638,"SOLUTIE DEVELOPARE VELOPEX CONCENTRATA 2,5 L",11,"Solutie developare Velopex 2,5 L concentrata",95%
3638,"SOLUTIE DEVELOPARE VELOPEX CONCENTRATA 2,5 L",11,"Solutie developare Velopex 2,5 L concentrata",95%
3638,"SOLUTIE DEVELOPARE VELOPEX CONCENTRATA 2,5 L",11,"Solutie developare Velopex 2,5 L concentrata",95%
3639,"SOLUTIE FIXARE VELOPEX CONCENTRATA 2,5 L",12,"Solutie fixare Velopex 2,5 L concentrata",95%
3639,"SOLUTIE FIXARE VELOPEX CONCENTRATA 2,5 L",12,"Solutie fixare Velopex 2,5 L concentrata",95%
3639,"SOLUTIE FIXARE VELOPEX CONCENTRATA 2,5 L",12,"Solutie fixare Velopex 2,5 L concentrata",95%
3663,SPOFA SILIKAN 10kg,2580,Silikan 10kg Spofa,95%
3747,T63L7A.000.2 KOMET PIVOTI TITAN VARIO X ELO MAR. 2,901,T63L7A.000.2 KOMET pivoti titan Vario X ELO marimea 2,95%
3749,T63L9A.000.3 KOMET PIVOTI TITAN VARIO X ELO MAR.3,902,T63L9A.000.3 KOMET pivoti titan Vario X ELO marimea 3,95%
3764,TD2186.314 KOMET SET PREPARARE DR. NAZARIY MYKHAYLYUK,1847,TD2186.314 KOMET set preparare dr. Nazariy Mykhaylyuk,95%
3786,TG CLEANSER 17% solutie EDTA 100 ml,1760,TG Cleanser 17%  solutie EDTA 100 ml,95%
3787,"TG COMPENSATE 1,5g",2539,TG Compensate 1.5g,95%
3953,"TG PISTOL MIXARE 1:1, 2:1, 4:1, 10:1",2320,TG Pistol mixare 1:1 2:1 4:1 10:1,95%
3960,TG CHEMICURE SELF CURE KIT,2542,TG Chemicure Self Cure kit,95%
3962,TG SERVETELE DEZINFECTANTE CUTIE 100 BUC,2286,Servetele dezinfectante TG cutie 100 buc,95%
3962,TG SERVETELE DEZINFECTANTE CUTIE 100 BUC,2286,Servetele dezinfectante TG cutie 100 buc,95%
3963,TG SERVETELE DEZINFECTANTE CUTIE 200 BUC,2286,Servetele dezinfectante TG cutie 100 buc,95%
3963,TG SERVETELE DEZINFECTANTE CUTIE 200 BUC,2286,Servetele dezinfectante TG cutie 100 buc,95%
3964,TG SERVETELE DEZINFECTANTE REFILL 100 BUC,2287,Servetele dezinfectante TG refill 100 buc,95%
3964,TG SERVETELE DEZINFECTANTE REFILL 100 BUC,2287,Servetele dezinfectante TG refill 100 buc,95%
3965,TG SERVETELE DEZINFECTANTE REFILL 200 BUC,2287,Servetele dezinfectante TG refill 100 buc,95%
4934,DISTRI DISTRISOL Solutie pentru izolat gips/rasina 1L,5524,Distri DistriSol Solutie pentru izolat gips/rasina 1L,95%
4934,DISTRI DISTRISOL Solutie pentru izolat gips/rasina 1L,5524,Distri DistriSol Solutie pentru izolat gips/rasina 1L,95%
5019,GHEATA INSTANT AKZENTA,1921,Gheata instant AKZENTA,95%
5019,GHEATA INSTANT AKZENTA,1921,Gheata instant AKZENTA,95%
5019,GHEATA INSTANT AKZENTA,1921,Gheata instant AKZENTA,95%
5019,GHEATA INSTANT AKZENTA,1921,Gheata instant AKZENTA,95%
5019,GHEATA INSTANT AKZENTA,1921,Gheata instant AKZENTA,95%
5019,GHEATA INSTANT AKZENTA,1921,Gheata instant AKZENTA,95%
5064,KAVO SCAN EXAM ONE SCANER DIGITAL CU PLACI IMAGINE GRI,1724,Scan Exam One KAVO scaner digital cu placi imagine,95%
5064,KAVO SCAN EXAM ONE SCANER DIGITAL CU PLACI IMAGINE GRI,1724,Scan Exam One KAVO scaner digital cu placi imagine,95%
5064,KAVO SCAN EXAM ONE SCANER DIGITAL CU PLACI IMAGINE GRI,1724,Scan Exam One KAVO scaner digital cu placi imagine,95%
5064,KAVO SCAN EXAM ONE SCANER DIGITAL CU PLACI IMAGINE GRI,1724,Scan Exam One KAVO scaner digital cu placi imagine,95%
5064,KAVO SCAN EXAM ONE SCANER DIGITAL CU PLACI IMAGINE GRI,1724,Scan Exam One KAVO scaner digital cu placi imagine,95%
5064,KAVO SCAN EXAM ONE SCANER DIGITAL CU PLACI IMAGINE GRI,1724,Scan Exam One KAVO scaner digital cu placi imagine,95%
5064,KAVO SCAN EXAM ONE SCANER DIGITAL CU PLACI IMAGINE GRI,1724,Scan Exam One KAVO scaner digital cu placi imagine,95%
5064,KAVO SCAN EXAM ONE SCANER DIGITAL CU PLACI IMAGINE GRI,1724,Scan Exam One KAVO scaner digital cu placi imagine,95%
